pdb,fold
5upf,0
2e5d,0
4l4m,0
5kit,0
4lvf,0
4n9c,0
2wnz,0
4bwl,0
2wkj,0
4uui,0
2wpb,0
4xhb,0
4xyx,0
4xma,0
4xjw,0
1eus,0
1wcq,0
1w8n,0
6eks,0
1w0o,0
6eku,0
3fcj,0
3d9f,0
3d9d,0
2c12,0
3d9e,0
2reh,0
2zaf,0
1og3,0
1og4,0
1gxz,0
1og1,0
4li4,0
4kxj,0
4lm7,0
4lmc,0
4lm9,0
4lmt,0
2cbq,0
2cbo,0
1nco,0
4hm1,0
2hmm,0
2hmn,0
2hmk,0
2hml,0
4hm2,0
1o7g,0
4hm6,0
4hm0,0
4hm4,0
4hm8,0
1o7p,0
4hm3,0
4hjl,0
4hkv,0
2hmo,0
4hm7,0
1eg9,0
2xke,0
2w5a,0
2xkc,0
5m55,0
2xk3,0
2xkf,0
2xk7,0
2wqo,0
2xno,0
5m51,0
2xk6,0
4a4x,0
2w5b,0
2xnp,0
2xk4,0
2jav,0
2xnm,0
5m57,0
2xnn,0
2xkd,0
4afe,0
2xk8,0
5m53,0
1oon,0
1icr,0
1idt,0
1oo6,0
1ooq,0
1yki,0
1kqc,0
5vii,0
4nf6,0
5vij,0
4jwx,0
4nf5,0
5u8c,0
5dex,0
5vih,0
3oem,0
3oel,0
4jwy,0
5h8n,0
5tp9,0
5h8h,0
5i56,0
5i58,0
5i2k,0
5jty,0
5i2n,0
5h8q,0
5i59,0
5tpa,0
5kdt,0
5kcj,0
5ewl,1
3qem,1
5ewm,1
3qel,1
1kr2,0
1gzu,0
1kqn,0
1kqo,0
1nut,0
1nus,0
1nuu,0
1nuq,0
1nup,0
2wmd,0
2wm3,0
3rog,0
3rno,0
3rox,0
3ro7,0
3roz,0
3roe,0
4pox,0
5itp,0
5ito,0
5ota,0
5otc,0
4pow,0
4pp0,0
5ot9,0
5ot8,0
4jhi,0
4jhh,0
4jhg,0
4gy9,0
3pne,0
4ctu,0
4kcn,0
3nm0,0
4kcl,0
5fvo,0
4ctv,0
5unt,0
3nlw,0
4kco,0
3rqj,0
3b3o,0
3svq,0
3tym,0
5fvp,0
4ctt,0
4d32,0
3rql,0
4kcj,0
5unx,0
3n5z,0
4v3y,0
4v3x,0
4jsh,0
5unv,0
4cao,0
5vun,0
3n5v,0
3nly,0
3nlz,0
3svp,0
5unw,0
4v3z,0
3b3p,0
3n2r,0
4d3b,0
4imw,0
4kcm,0
1vag,0
4imu,0
4imt,0
3rqm,0
5vus,0
5fw0,0
3tyo,0
2hx4,0
3ufs,0
4uh2,0
5vuk,0
3tyl,0
4kci,0
3tyn,0
4k5g,0
4d2y,0
4kch,0
4ctr,0
3nlv,0
3nny,0
5vuo,0
4jsj,0
4v3w,0
3png,0
3ufq,0
4kck,0
5vup,0
4jsi,0
3ufo,0
4caq,0
4k5f,0
3n5y,0
5ad6,0
3ufw,0
4v3v,0
3rqk,0
3uft,0
4d7o,0
3pnf,0
4ims,0
5ad4,0
3ufr,0
2nsi,0
3e7g,0
4cx7,0
3eai,0
1qw5,0
2oro,0
3e6t,0
3ebf,0
2ors,0
3e65,0
1m8i,0
1r35,0
1m8h,0
2ort,0
2bhj,0
3nod,0
2orp,0
1qw4,0
3e6l,0
2y37,0
3e6o,0
3e68,0
1m9t,0
2orq,0
1m8e,0
1dd7,0
1vaf,0
3e7t,0
4ux6,0
1df1,0
3e7m,0
3nqs,0
1dwv,0
1dwx,0
1dww,0
3e67,0
3e7i,0
2orr,0
2nod,0
3ebd,0
1jwj,0
3nw2,0
1m8d,0
3e6n,0
1jwk,0
1nod,0
3pnh,0
2hx2,0
5vv8,0
4k5k,0
3n5p,0
5fvy,0
5adk,0
4kcs,0
3nlt,0
4cft,0
4d37,0
3nlu,0
4ups,0
4d33,0
4upq,0
4upr,0
5uob,0
4k5j,0
4uh7,0
4c3a,0
3dqs,0
5vv7,0
5adj,0
5uo8,0
3n5t,0
1d1y,0
3dqt,0
5adn,0
5vva,0
4d3a,0
4kcq,0
4kcr,0
5vvn,0
4cwy,0
4d35,0
1i83,0
3jww,0
1dmk,0
4k5h,0
3n5s,0
4d36,0
1rs9,0
5vv9,0
5fvz,0
1rs8,0
4d39,0
3n5q,0
4d38,0
4uh9,0
4jsm,0
4jsl,0
5vvg,0
5fj2,0
4kcp,0
1p6n,0
4ctz,0
4jsk,0
4cu0,0
5vv6,0
3n5r,0
5adm,0
5uoa,0
5uo9,0
4d34,0
4cty,0
4upt,0
4imx,0
4car,0
4cwv,0
4k5i,0
3nld,0
3rqo,0
4cwx,0
3rqp,0
1d1x,0
4cww,0
5g65,0
4ugd,0
4uga,0
5g6j,0
5g6k,0
4ugo,0
4ug5,0
4d3t,0
4d3u,0
4d3v,0
4d3j,0
4uge,0
4ugu,0
4d7i,0
4d7j,0
4d3m,0
4ugk,0
5g6o,0
5g6p,0
5g6n,0
5g68,0
4ugx,0
4ug9,0
4lwb,0
2fc1,0
4ugi,0
4ugp,0
4ugh,0
5g6h,0
5g6i,0
4d3i,0
5g6d,0
5g69,0
4ugs,0
4uqr,0
5g6f,0
4d3k,0
5g67,0
4ugq,0
1m7z,0
1m7v,0
4d3n,0
4uqs,0
4ugg,0
4ugb,0
4ugc,0
4lwa,0
5g66,0
5g6e,0
5g6a,0
5g6c,0
5g6b,0
4ugr,0
4ugl,0
4ugn,0
4ugt,0
4ug8,0
4ugw,0
4ug6,0
5g6q,0
4ugm,0
4ug7,0
4d3o,0
4d7h,0
4ugj,0
5g6l,0
2fbz,0
5g6m,0
4ugf,0
4ugy,0
3gki,0
3gkj,0
2hka,0
4buz,0
4bv2,0
2h59,0
2h4j,0
3d4b,0
2h4f,0
2h4h,0
2h2i,0
1yc5,0
4n73,0
3cqv,0
4x1f,0
4x1g,0
4ny9,0
4s0t,0
2o9i,0
6bns,0
5a86,0
1m13,0
2qnv,0
1nrl,0
5x0r,0
1skx,0
2qt1,0
2qt0,0
2qsy,0
2ql6,0
2p0e,0
2qg6,0
5iyy,0
5ijr,0
5jhk,0
5jgq,0
5jgi,0
5j1x,0
5c7g,0
3i97,0
4yih,0
2i7d,0
1z4l,0
1z4q,0
1q91,0
4mwo,0
4yik,0
2jaw,0
1z4m,0
1z4j,0
1z4i,0
4nfl,0
2jau,0
1z4k,0
1z4p,0
4l6c,0
1q92,0
2bl2,0
5gp0,0
1qv0,0
4mrx,0
4n1f,0
2f8p,0
1s36,0
1jf2,0
4n1g,0
4mry,0
1el4,0
2wcj,0
2wch,0
2wc5,0
2wcm,0
2wcl,0
1xl8,0
1wci,0
2bew,0
1olx,0
2bfb,0
2bev,0
2beu,0
2bfc,0
2bff,0
1u5b,0
2bfe,0
2bfd,0
1qs0,0
1umb,0
1umc,0
2j9f,0
3exe,0
1ni4,0
3exf,0
4nhy,0
4nhx,0
1yqm,0
3ktu,0
2nof,0
2xhi,0
1m3q,0
1lwv,0
1lww,0
1yql,0
1hu0,0
2noz,0
2noe,0
1n3c,0
2noh,0
1yqr,0
2nob,0
1ebm,0
4m83,0
2q3o,0
2otc,0
1duv,0
2vwi,0
4k8h,0
4k7v,0
4ync,0
4gxm,0
4h4i,0
4gbu,0
4ge8,0
3rnd,0
3tx9,0
4yil,0
1oyb,0
3txz,0
4gwe,0
1bwl,0
1k02,0
1bwk,0
4py0,0
4pxz,0
4ntj,0
4hne,0
5sxd,0
5swg,0
5sxb,0
5sx8,0
5swo,0
5swt,0
5swp,0
5sxi,0
5swr,0
4yw7,0
5d21,0
3zyh,0
4yw6,0
1oko,0
4a6s,0
3zyf,0
4ywa,0
5mih,0
2zp3,0
1g4i,0
1vl9,0
2b96,0
1fdk,0
2zp4,0
1mkv,0
2wq5,0
1oxr,0
3nju,0
3osh,0
1td7,0
2otf,0
1zwp,0
4eix,0
4qf7,0
1tp2,0
1q7a,0
1sv9,0
3fo7,0
2zbh,0
2qvd,0
1oxl,0
2pws,0
1tgm,0
2qu9,0
1y38,0
2oli,0
1oyf,0
3cbi,0
1sv3,0
4qmc,0
1th6,0
4qem,0
3fg5,0
1zr8,0
2pmj,0
1fv0,0
1zyx,0
4qf8,0
1kpm,0
2dpz,0
4hmb,0
2oyf,0
4qer,0
1rgb,0
2i0u,0
1jlt,0
1db5,0
1db4,0
5g3n,0
1kqu,0
1j1a,0
1ayp,0
1kvo,0
3u8d,0
1poe,0
1dcy,0
1i2l,0
1gm8,0
1gm9,0
1fxh,0
1k5q,0
1pnl,0
1fxv,0
1ajn,0
1kec,0
1k7d,0
1k5s,0
1ajq,0
1ai5,0
1ai7,0
1ai4,0
1ai6,0
1ajp,0
4x8g,0
1wda,0
4x8c,0
5lz7,0
5lz9,0
5jar,0
5lz4,0
5lz2,0
5lz8,0
5jas,0
5lyy,0
5jad,0
5lz5,0
5i9i,0
5jao,0
5jat,0
5lp1,0
5jal,0
5jap,0
5i8p,0
5jah,0
5jau,0
5jan,0
5ltm,0
1uhe,0
5kpz,0
3sms,0
5kq8,0
5kpr,0
5kqd,0
5kpt,0
3mk6,0
3ayi,0
2yr6,0
1bqi,0
2xg4,0
2xg5,0
5o2d,0
5ndd,0
1efy,0
4pax,0
1pax,0
3pax,0
2pax,0
5kpn,0
2rcw,0
4uxb,0
4pjt,0
4und,0
5kpp,0
2rd6,0
3gjw,0
5a00,0
5wrq,0
4zzz,0
5ws1,0
4rv6,0
4r6e,0
1wok,0
5wtc,0
3l3l,0
4r5w,0
5kpo,0
4l6s,0
5wry,0
5wrz,0
3gn7,0
5kpq,0
4hhy,0
5ws0,0
1uk1,0
4gv7,0
5ds3,0
3l3m,0
5dsy,0
4pjv,0
4zzx,0
4tvj,0
4zzy,0
3kcz,0
3kjd,0
4gv4,0
4l7l,0
3c4h,0
4l7r,0
4l70,0
4gv0,0
4l7n,0
4l7p,0
4l7o,0
4l7u,0
4l6z,0
3c49,0
4gv2,0
3ce0,0
3fhb,0
6euv,1
6eux,0
5efc,0
4or6,0
4oro,0
4q46,0
4or4,0
5efa,0
2p71,0
2p70,0
1dqe,0
3mof,0
4yw9,0
1m51,0
2rk7,0
4gnp,0
5v9h,0
3dt7,0
2rkd,0
3dt4,0
2rke,0
2gmv,0
1khf,0
2rka,0
2rk8,0
2qf2,0
1nhx,0
2qf1,0
4ywd,0
4ywb,0
2qey,0
1khe,0
4yw8,0
1khb,0
2faf,0
4wiu,0
4wpu,0
3vzz,0
2buq,0
2buy,0
2bv0,0
1eob,0
2buv,0
2buz,0
1eoc,0
2buu,0
2bur,0
2buw,0
3pck,0
3pce,0
1ykl,0
1ykp,0
3pca,0
3t67,0
3mi5,0
3pcc,0
3pcn,0
3mfl,0
3pcf,0
4whs,0
3pcb,0
3pcg,0
3lxv,0
3pci,0
3pcj,0
3pch,0
1ykn,0
4whr,0
3mv6,0
4whq,0
3lmx,0
5nix,0
5j8o,0
5niu,0
5j89,0
5n2f,0
5n2d,0
4z2b,0
5ml3,0
5ml2,0
5ml8,0
3t5i,0
3t5g,0
4jvf,0
5ml6,0
4jv6,0
5e80,0
5x72,0
5ml4,0
5x73,0
4jvb,0
5x74,0
4jv8,0
4keq,0
1w1g,0
1w1d,0
3fhx,0
3keu,0
4en4,0
4eoh,0
1yhj,0
1rft,0
1ygk,0
1ygj,0
1rfu,0
4wy0,0
1pym,0
1m1b,0
3l7g,0
4zwp,0
2wzb,0
5m6z,0
2x15,0
2x14,0
1kf0,0
2xe8,0
3c3b,0
3c3c,0
1hdi,0
2x13,0
2y3i,0
4o33,0
1vjc,0
1vjd,0
4axx,0
2wzc,0
5m3u,0
2wzd,0
5m1r,0
3c3a,0
2xe7,0
3bsy,0
5t2y,0
5tyh,0
2vhe,0
1x9i,0
1tzc,0
1x9h,0
4opp,0
3t39,0
3uil,0
3tru,0
4q8s,0
3usx,0
3t2v,0
4oug,0
4orv,0
3umq,0
4fnn,0
1n4r,0
1n4s,0
1n4p,0
1tnu,0
1tnb,0
1tnz,0
1tny,0
1s64,0
1n4q,0
1tno,0
3pz2,0
3dst,0
3pz1,0
3hxe,0
3hxb,0
3dsu,0
1ltx,0
3c72,0
3hxd,0
4gtt,0
3dsx,0
3pz3,0
4gts,0
3hxf,0
4gtv,0
3hxc,0
1ltz,0
5jk5,0
1dmw,0
4pah,0
6pah,0
3pah,0
1mmk,0
5pah,0
4anp,0
1tg2,0
2j09,0
2j08,0
2j07,0
1nf8,0
5euq,0
5fbw,0
5fbl,0
5fbv,0
5fbr,2
5c4g,2
4wag,0
4wae,0
2iwi,0
4x7q,0
2zr4,0
2zr5,0
2zr6,0
3ntp,1
3wh0,1
4u84,0
4qib,0
3oob,1
2f21,1
1zcn,0
2q5a,0
2xp8,1
3tc5,1
1x2e,0
1x2b,0
1wm1,0
1xqx,0
5enn,0
4uwg,0
4ph4,0
4oys,0
4uwf,0
4uwl,0
3ls8,0
4uwk,0
4uwh,0
5ul1,0
4l2y,0
5ukj,0
4waf,0
5fi4,0
4zop,0
5ubr,0
4l23,0
3hhm,0
5dxt,0
5dxh,0
5itd,0
4tv3,0
5uk8,0
4a55,0
4jps,0
4bfr,0
2y3a,0
5l72,0
2wxi,0
5ncy,0
5t2b,0
2wxo,0
5t27,0
5t2m,0
5ae8,0
2wxl,0
5t8i,0
5t7f,0
2wxp,0
5t8f,0
5ae9,0
5i6u,0
5ngb,0
5ncz,0
4ajw,0
2wxn,0
2wxj,0
5dxu,0
2x38,0
2wxg,0
2wxm,0
5m6u,0
5is5,0
5t2l,0
5t2i,0
5t2g,0
2wxq,0
4v0i,0
5t2d,0
5i4u,0
4xe0,0
5t28,0
2wxf,0
5vlr,0
2wxk,0
5o83,0
5ubt,0
2wxh,0
4f1s,0
3ml9,0
4anu,0
3l17,0
2chw,0
5jha,0
4hle,0
4dk5,0
3qk0,0
4fa6,0
4xz4,0
3qjz,0
3oaw,0
4fjy,0
4wwo,0
3p2b,0
3qaq,0
3l16,0
3qar,0
4fad,0
3tjp,0
2chx,0
4aof,0
6aud,0
4ps7,0
4xx5,0
4anw,0
3apf,0
3mjw,0
3s2a,0
5eds,0
4urk,0
4ful,0
3nzu,0
3prz,0
4ps8,0
5jhb,0
3ml8,0
2chz,0
5t23,0
3l54,0
3apd,0
3nzs,0
3ps6,0
4ezl,0
4anx,0
4hvb,0
5kae,0
5oq4,0
4g11,0
3r7r,0
5g2n,0
5g55,0
4wwp,0
3ene,0
4flh,0
3sd5,0
4anv,0
3tl5,0
3l13,0
3l08,0
3r7q,0
4fhj,0
3dbs,0
4fjz,0
4j6i,0
4ezj,0
3lj3,0
4ps3,0
3t8m,0
3zw3,0
4fhk,0
3apc,0
3pre,0
4gb9,0
2a4z,0
4wwn,0
4kzc,0
4ezk,0
3rwb,0
1ki0,1
2p69,0
5aes,0
3gzj,0
5ehg,0
5eiw,0
5ekx,0
5ec8,0
5e9q,0
2a4r,0
2xcf,0
2p59,0
3hkw,0
2xi3,0
4khr,0
4khm,0
3qgi,0
3qgh,0
4b75,0
4b73,0
4b6f,0
4b74,0
4b71,0
4a92,0
4b6e,0
4b76,0
2hai,0
4kai,0
3cj4,0
2gir,0
2who,0
3frz,0
1os5,0
1nhv,0
2i1r,0
3cj2,0
4eo8,0
3phe,0
2d3u,0
1nhu,0
2hwh,0
4tn2,0
4eo6,0
2wrm,0
3cj5,0
2d41,0
2jc0,0
3mf5,0
2o5d,0
2hwi,0
3cj3,0
3udl,0
2d3z,0
3cj0,0
4mka,0
3g86,0
4tya,0
3d28,0
2fvc,0
3igv,0
3cwj,0
3h59,0
4mib,0
4mkb,0
4tyb,0
3d5m,0
2qe5,0
3gyn,0
4mk7,0
3h98,0
3e51,0
3cde,0
3hhk,0
1z4u,0
2jc1,0
2giq,0
3h5s,0
1yvf,0
3h5u,0
3bsa,0
3bsc,0
4ih5,0
4mk9,0
3h2l,0
4ih6,0
4mk8,0
3co9,0
3cvk,0
3br9,0
2qe2,0
2gc8,0
4kbi,0
4ih7,0
3fqk,0
4kb7,0
5w2e,0
4mia,0
4tyd,0
3kee,0
4k8b,0
4u01,0
5trh,0
5trj,0
5trk,0
5twn,0
5pzp,0
5tri,0
5pzo,0
5pzl,0
3qgf,0
5pzn,0
3qgg,0
5pzk,0
3qgd,0
5pzm,0
3qge,0
3fql,0
4wxr,0
4ok3,0
4ok6,0
4oks,0
4ok5,0
4ojq,0
4ry5,0
1nb6,0
4jy0,0
4eaw,0
4iz0,0
3uph,0
3skh,0
3gol,0
3u4r,0
3upi,0
2yoj,0
3cso,0
3hky,0
3tyv,0
3tyq,0
3ske,0
3ska,0
3u4o,0
3gnw,0
3gnv,0
3lkh,0
1yvx,0
1yvz,0
3hvo,0
3p8n,0
4i31,0
4i32,0
4i33,0
3p8o,0
4ktc,0
4wtf,0
4wte,0
4wti,0
5uj2,0
4wtm,0
4wtl,0
4wta,0
4wtj,0
4wtd,0
4wtg,0
4wtk,0
4wtc,0
3mfi,0
3mfh,0
2wtf,0
3ohb,0
2r8j,0
3oha,0
2xgp,0
3gqe,0
3gqo,0
5uop,0
3oyg,0
3l2v,0
3oya,0
4ztj,0
4be2,0
3oyh,0
4ikf,0
5mma,0
5no1,0
3oyf,0
4be0,0
3s3n,0
3s3o,0
3s3m,0
5uoq,0
3oye,0
5frm,0
3oyd,0
5fro,0
3l2w,0
3l2u,0
4bdy,0
4ztf,0
3oyc,0
3oyn,0
3oyl,0
4bdz,0
3os1,0
4be1,0
5mmb,0
5frn,0
3oyb,0
3oyj,0
4ces,0
4ck3,0
3nfa,0
4ced,0
3zsx,0
4cj3,0
3nf8,0
4chq,0
4cer,0
4cf2,0
4cfc,0
3zso,0
4chy,0
4nyf,0
4cj4,0
4cf8,0
3zsv,0
4cjk,0
4ovl,0
4cjr,0
4cec,0
4cjq,0
4cgh,0
4cgg,0
4cf1,0
4cf9,0
3zsq,0
4cho,0
3nf6,0
4cje,0
4cgi,0
5hrn,0
4cfd,0
3lpt,0
3zsr,0
4cjl,0
4cf0,0
3zsw,0
3zcm,0
4cie,0
4e1m,0
4cgd,0
4e1n,0
4ceo,0
4cif,0
4cef,0
4cjf,0
4cj5,0
3zsy,0
4cjp,0
3zsz,0
4ojr,0
4cju,0
4cgf,0
4cee,0
3zt3,0
4cjs,0
4cfa,0
4cig,0
3zt0,0
3zt1,0
4ceq,0
3zt2,0
3nf9,0
3nf7,0
4chz,0
3ao5,0
3ao4,0
3ao2,0
3ao3,0
3vq5,0
3vqe,0
3v1r,0
3e7b,0
5inb,0
1u32,0
1jk7,0
1it6,0
4kkz,0
4dt2,0
4dsy,0
4dhl,0
4tsr,0
1dkq,0
3mk1,0
1zed,0
4kjg,0
1ew8,0
1ew9,0
3ddu,0
4bcd,0
3eq8,0
1o6f,0
1h2z,0
1e8m,0
3eq9,0
3eq7,0
1vbh,0
1kc7,0
5lu4,0
5jvl,0
2hjp,0
2dua,0
2ive,0
2ivd,0
3h61,0
4zx2,0
4zvz,0
3h63,0
3mng,0
4mmm,0
1hd2,0
1urm,0
4k7n,0
4k7i,0
4k7o,0
2vl2,0
3zra,0
3zr7,0
3kba,0
2w8y,0
1zuc,0
3zrb,0
1a28,0
1e3k,0
4oar,0
4a2j,0
3g8o,0
3d90,0
3hq5,0
4apu,0
1sr7,0
1cjf,0
2pyz,0
2pwb,0
3gt4,0
3gt3,0
5wjh,0
5whw,0
2pwa,0
5cw1,0
1oyo,0
1dgp,0
3o22,0
3o2y,0
4imo,0
4imn,0
5wy9,0
4orx,0
4oru,0
4orr,0
2x7h,0
2x1h,0
4dhw,0
4qbk,0
4djj,0
4qd3,0
4rdd,0
3mow,0
4pvg,0
3o5x,0
3b7o,0
2azr,0
2veu,0
1nl9,0
3eb1,0
1xbo,0
2nt7,0
1c86,0
2h4k,0
1c84,0
1l8g,0
1c85,0
2nta,0
2vew,0
2zn7,0
2f6z,0
1q6s,0
1q6j,0
1g7f,0
2cma,0
2vev,0
2cmc,0
2f6t,0
2qbq,0
1bzc,0
1bzj,0
1c83,0
1kav,0
2cni,0
2cng,0
1qxk,0
2qbr,0
2cmb,0
2cne,0
2cm7,0
2qbs,0
2f6v,0
2b07,0
2zmm,0
2vex,0
2hb1,0
1ph0,0
1pyn,0
1gfy,0
2cnf,0
2f70,0
1q6n,0
1kak,0
1q6p,0
2vey,0
3cwe,0
1q6m,0
2fjm,0
2h4g,0
3eax,0
4i8n,0
2f6w,0
2cnh,0
2qbp,0
1c88,0
1onz,0
1aax,0
2f71,0
1g7g,0
1q1m,0
4y14,0
1ony,0
1nwl,0
5t19,0
1nz7,0
1no6,0
1wax,0
2cm8,0
2bgd,0
2bge,0
4j51,0
2qct,0
5ovx,0
5ovr,0
5ow1,0
2cjz,0
3s3k,0
3s3h,0
2h04,0
2i4g,0
2h03,0
2h02,0
2i5x,0
5e5u,0
5e5r,0
3qcm,0
3qcj,0
3qcl,0
3qch,0
3qci,0
3qck,0
5h08,0
2dcm,0
2z3z,0
2eep,0
4xfp,0
5ayj,0
1ecj,0
1ecc,0
1ecb,0
4zyx,0
4ew2,0
4zyy,0
4zz2,0
4zz1,0
5j9f,0
4zz3,0
4ew3,0
4zyt,0
4zyv,0
4zz0,0
4zyw,0
1zly,0
1rbz,0
1rbq,0
1rby,0
4zyu,0
4zyz,0
1rc1,0
1men,0
3dcj,0
2cnv,0
2cnq,0
1m9n,2
2b1i,2
2iu3,0
2b1g,0
1p4r,0
1pl0,0
1p4a,0
2ati,0
1fa9,0
3cem,0
3ddw,0
3cej,0
1l5s,0
1l5r,0
3dd1,0
3dds,0
3ceh,0
3r6p,0
3jrs,0
3nef,0
3kb0,0
5vs5,0
3ns2,0
3nj1,0
3nmt,0
5jnn,0
4la7,0
5vsq,0
5vro,0
4lga,0
5vr7,0
4lgb,0
5vt7,0
3kaz,0
5vsr,0
4jda,0
4dsc,0
5jo2,0
5jo1,0
3oji,0
3oqu,0
3wg8,0
3k3k,0
3zvu,0
3qn1,0
3njo,0
4wvo,0
5ur5,0
5ur6,0
4c6n,0
4c6q,0
4c6l,0
4c6e,0
5g1n,0
5g1p,0
3r7f,0
3r7l,0
1sku,0
1at1,0
2a0f,0
1tug,2
2fzg,0
2air,0
1r0c,0
1tth,0
1ekx,0
1xjw,0
2h3e,0
2ipo,0
1nbe,0
8at1,0
1za2,0
2hse,0
2fzk,0
2fzc,0
1f1b,0
1acm,0
4bjh,0
4yiw,0
1jrc,0
1jub,0
5ue9,0
5ksw,0
1ep3,0
3kvj,0
2fqi,0
4jgd,0
5k9c,0
2bxv,0
2b0m,0
4zl1,0
3g0u,0
2prl,0
2prh,0
2fpt,0
4rr4,0
3g0x,0
4igh,0
4zmg,0
5hqe,0
4rli,0
3fjl,0
4jtt,0
4jtu,0
4ls2,0
4ls0,0
4jts,0
3f1q,0
4rka,0
4js3,0
3zwt,0
4ls1,0
5k9d,0
5h73,0
4rk8,0
2fpy,0
3zws,0
2wv8,0
3u2o,0
5mvc,0
1d3h,0
3fj6,0
3kvl,0
5h2z,0
4ylw,0
5hin,0
4oqv,0
5mut,0
5mvd,0
2fpv,0
3kvk,0
1d3g,0
3w7r,0
3kvm,0
5tbo,0
4cqa,0
1tv5,0
3i65,0
3i6r,0
3o8a,0
4orm,0
5del,0
4cq9,0
4cq8,0
3sfk,0
3i68,0
5fi8,0
5boo,0
4ori,0
1uuo,0
1uum,0
3w1u,0
3w7n,0
3w76,0
3w73,0
3w23,0
3w2u,0
3w1n,0
3w22,0
3w7p,0
3w1a,0
3w2j,0
4jd4,0
3w2m,0
2e68,0
3w6y,0
3w7g,0
3w1p,0
3w1l,0
3w86,0
3w70,0
3w1r,0
3w1m,0
3w87,0
3w7e,0
3w85,0
3w3o,0
3w2n,0
3w7q,0
3w72,0
3w7i,0
3w83,0
3w2k,0
3w7d,0
3w74,0
3w7h,0
2e6a,0
4jdb,0
2e6d,0
2e6f,0
3w84,0
3w7m,0
3w7j,0
3w88,0
3w71,0
3w1q,0
3w1t,0
3w75,0
3w7c,0
3w7o,0
3w7l,0
3w2l,0
3w7k,0
3w1x,0
4rv4,0
1opr,0
1lh0,0
1sto,0
5hkf,0
5hki,0
1los,0
1km3,0
3sec,0
3g1f,0
3wjw,0
3wk2,0
3wk0,0
1lol,0
3wjx,0
3wjz,0
3wjy,0
3ssj,0
4nt0,0
2zz1,0
3m1z,0
1lp6,0
3g1v,0
3lhv,0
3li0,0
2zz5,0
2zz2,0
3lts,0
3wk3,0
3wk1,0
1km6,0
3g1h,0
3pbw,0
3g24,0
3pbv,0
3nq6,0
1kly,0
3nqf,0
3pbu,0
3lhz,0
3nqe,0
3li1,0
3llf,0
1km1,0
1km5,0
3lld,0
3lht,0
1km2,0
3lhw,0
3ltp,0
2zz7,0
1dvj,0
1dqx,0
3gdt,0
3gdl,0
4gzm,0
2fju,0
1he1,0
2h7v,0
3sbe,0
4gzl,0
1e96,0
3su8,0
1gc6,0
4gna,0
4gn8,0
2v2a,0
1ojr,0
3cxo,0
3d47,0
1ow3,0
5bwm,0
4xoi,0
1cxz,0
4xsh,0
1s1c,0
1kmq,0
5jhh,0
3tvd,0
5m70,0
5irc,0
1dpf,0
3lwn,0
1xpo,0
1xpu,0
1xpr,0
2a59,0
1kyx,0
2a57,0
2a58,0
1kyv,0
1kyy,0
1snn,0
4g3m,0
3ex8,0
1b9i,0
3g5i,0
1yoe,0
3b9x,0
3mkn,0
1tqm,0
1zar,0
1zao,0
1tqp,0
1qci,0
1pag,0
1d6a,0
1j1s,0
1j1r,0
2zlg,0
4gqn,0
4g6i,0
5uv1,0
5uv2,0
4oav,0
4oau,0
1jn4,0
2xog,0
3dxh,0
2g8r,0
5et4,0
1rpf,0
1o0f,0
3lxo,0
1afl,0
3d8z,0
1qhc,0
3d6q,0
1o0o,0
1o0m,0
3fl1,0
1rca,0
1rnc,0
3d7b,0
1w4o,0
1afk,0
1o0h,0
4wyz,0
4rsk,0
1o0n,0
1eos,0
3d8y,0
4wyp,0
1z6s,0
1w4q,0
3d6p,0
4g90,0
3d6o,0
4g8v,0
4g8y,0
1rpg,0
1jvu,0
1w4p,0
9rsa,0
5vaj,0
5swm,0
5ul5,0
4rsc,0
5ulg,0
4rse,0
4ryz,0
4zhk,0
3ovq,0
3ovr,0
4m8l,0
3kwm,0
1lk7,0
1uj6,0
1uj5,0
3enw,0
3env,0
2r0y,0
3tw1,0
3kwy,0
2acl,2
3a9e,2
4m8h,0
4rme,0
3ozj,0
1xvp,2
5gym,0
3r5m,0
1mv9,0
1fm6,0
3r2a,0
1dkf,2
5mkj,0
4rmc,0
5mku,0
4poj,0
3nsq,0
4m8e,0
5tbp,0
4zsh,0
4n5g,0
2zy0,0
2zxz,0
3pcu,0
4pp3,0
3fug,0
4n8r,0
4oc7,0
1rdt,2
5mk4,0
4rmd,0
1mzn,0
4pp5,0
4k4j,0
2p1v,0
5mj5,0
5lyq,0
5ec9,0
2p1u,0
2p1t,0
4k6i,0
5mmw,0
4poh,0
4rfw,0
1uhl,2
1h9u,0
3cr5,0
2h61,0
3hcm,0
3lk0,0
3lk1,0
4fqo,0
5dkq,0
5er5,0
3d10,0
5er4,0
3gk1,0
3gk2,0
5dkr,0
3gk4,0
3ko0,0
3m0w,0
1irj,0
4omj,0
4omk,0
1o6u,0
1olm,0
1y7i,0
2b4b,0
2jev,0
3bj8,0
2fxf,0
2b3v,0
2b58,0
3bj7,0
2fp2,0
5uph,0
1pwh,0
8cho,0
3myt,0
1qjg,0
3m8c,0
3ov4,0
1ohp,0
3nhx,0
3nuv,0
1ohs,0
5ugi,0
4j7i,0
3m53,0
3m57,0
3m59,0
3m58,0
3m55,0
3m5a,0
3m54,0
4jds,0
4jlg,0
1n6c,0
1o9s,0
3vuz,0
3cbp,0
4j8o,0
1xqh,0
2f69,0
4j7f,0
3cbo,0
4e47,0
5eg2,0
